set	path	rc	ms_parallel8	bytes	lines	err
testdata	tsc/testdata/tests/cases/compiler/reverseMappedTypeDeepDeclarationEmit.ts	0	29	761	266	
testdata	tsc/testdata/tests/cases/compiler/reverseMappedTypeInferenceSameSource1.ts	0	34	903	387	
testdata	tsc/testdata/tests/cases/compiler/reverseMappedTypeInferenceWidening1.ts	0	34	1354	557	
testdata	tsc/testdata/tests/cases/compiler/reverseMappedTypeInferenceWidening2.ts	0	27	275	149	
testdata	tsc/testdata/tests/cases/compiler/reverseMappedTypeIntersectionConstraint.ts	0	28	4282	2007	
testdata	tsc/testdata/tests/cases/compiler/reverseMappedTypeLimitedConstraint.ts	0	42	457	271	
testdata	tsc/testdata/tests/cases/compiler/reverseMappedTypePrimitiveConstraintProperty.ts	0	50	313	149	
testdata	tsc/testdata/tests/cases/compiler/reverseMappedTypeRecursiveInference.ts	0	67	312	198	
testdata	tsc/testdata/tests/cases/compiler/reverseMappedUnionInference.ts	0	69	1330	610	
testdata	tsc/testdata/tests/cases/compiler/reversedRecusiveTypeInstantiation.ts	0	52	222	88	
testdata	tsc/testdata/tests/cases/compiler/rewriteRelativeImportExtensionsDynamicImportCjs.ts	0	55	334	73	
testdata	tsc/testdata/tests/cases/compiler/sameComputedNameError.ts	0	38	137	62	
testdata	tsc/testdata/tests/cases/compiler/satisfiesEmit.ts	0	29	154	33	
testdata	tsc/testdata/tests/cases/compiler/scopeCheckClassProperty.ts	0	49	148	71	
testdata	tsc/testdata/tests/cases/compiler/scopeCheckExtendedClassInsidePublicMethod2.ts	0	32	175	84	
testdata	tsc/testdata/tests/cases/compiler/scopeCheckExtendedClassInsideStaticMethod1.ts	0	36	175	82	
testdata	tsc/testdata/tests/cases/compiler/scopeCheckInsidePublicMethod1.ts	0	43	109	39	
testdata	tsc/testdata/tests/cases/compiler/scopeCheckInsideStaticMethod1.ts	0	45	180	77	
testdata	tsc/testdata/tests/cases/compiler/scopeCheckStaticInitializer.ts	0	38	293	89	
testdata	tsc/testdata/tests/cases/compiler/scopeTests.ts	0	35	215	118	
testdata	tsc/testdata/tests/cases/compiler/scopingInCatchBlocks.ts	0	47	173	54	
testdata	tsc/testdata/tests/cases/compiler/selfInCallback.ts	0	31	145	113	
testdata	tsc/testdata/tests/cases/compiler/selfInLambdas.ts	0	21	680	263	
testdata	tsc/testdata/tests/cases/compiler/selfNameAndImportsEmitInclusion.ts	0	27	647	193	
testdata	tsc/testdata/tests/cases/compiler/selfRef.ts	0	31	317	98	
testdata	tsc/testdata/tests/cases/compiler/selfReference.ts	0	25	129	63	
testdata	tsc/testdata/tests/cases/compiler/selfReferencesInFunctionParameters.ts	0	25	231	128	
testdata	tsc/testdata/tests/cases/compiler/selfReferencingFile.ts	0	38	96	12	
testdata	tsc/testdata/tests/cases/compiler/selfReferencingFile2.ts	0	43	101	12	
testdata	tsc/testdata/tests/cases/compiler/selfReferencingFile3.ts	0	45	100	12	
testdata	tsc/testdata/tests/cases/compiler/selfReferencingSpreadInLoop.ts	0	30	154	44	
testdata	tsc/testdata/tests/cases/compiler/selfReferencingTypeReferenceInference.ts	0	31	451	169	
testdata	tsc/testdata/tests/cases/compiler/selfReferentialDefaultNoStackOverflow.ts	0	45	256	46	
testdata	tsc/testdata/tests/cases/compiler/selfReferentialFunctionType.ts	0	59	188	102	
testdata	tsc/testdata/tests/cases/compiler/semicolonsInModuleDeclarations.ts	0	37	162	61	
testdata	tsc/testdata/tests/cases/compiler/separate1-1.ts	0	59	25	20	
testdata	tsc/testdata/tests/cases/compiler/separate1-2.ts	0	45	65	23	
testdata	tsc/testdata/tests/cases/compiler/setMethods.ts	0	48	1434	982	
testdata	tsc/testdata/tests/cases/compiler/setterBeforeGetter.ts	0	43	267	107	
testdata	tsc/testdata/tests/cases/compiler/setterWithReturn.ts	0	42	195	58	
testdata	tsc/testdata/tests/cases/compiler/settingsSimpleTest.ts	0	25	175	30	
testdata	tsc/testdata/tests/cases/compiler/shadowPrivateMembers.ts	0	30	98	47	
testdata	tsc/testdata/tests/cases/compiler/shadowedFunctionScopedVariablesByBlockScopedOnes.ts	0	22	447	156	
testdata	tsc/testdata/tests/cases/compiler/shadowedReservedCompilerDeclarationsWithNoEmit.ts	0	19	753	254	
testdata	tsc/testdata/tests/cases/compiler/shadowingViaLocalValue.ts	0	17	139	45	
testdata	tsc/testdata/tests/cases/compiler/shadowingViaLocalValueOrBindingElement.ts	0	20	273	123	
testdata	tsc/testdata/tests/cases/compiler/shebang.ts	0	21	99	15	
testdata	tsc/testdata/tests/cases/compiler/shebangBeforeReferences.ts	0	22	265	80	
testdata	tsc/testdata/tests/cases/compiler/shebangError.ts	0	23	106	23	
testdata	tsc/testdata/tests/cases/compiler/shorthand-property-es5-es6.ts	0	27	162	56	
testdata	tsc/testdata/tests/cases/compiler/shorthand-property-es6-amd.ts	0	11	154	56	
testdata	tsc/testdata/tests/cases/compiler/shorthand-property-es6-es6.ts	0	35	154	56	
testdata	tsc/testdata/tests/cases/compiler/shorthandOfExportedEntity01_targetES2015_CommonJS.ts	0	25	150	49	
testdata	tsc/testdata/tests/cases/compiler/shorthandOfExportedEntity02_targetES5_CommonJS.ts	0	33	155	49	
testdata	tsc/testdata/tests/cases/compiler/shorthandPropertyAssignmentInES6Module.ts	0	49	280	121	
testdata	tsc/testdata/tests/cases/compiler/shorthandPropertyAssignmentNoCrash.ts	0	45	166	75	
testdata	tsc/testdata/tests/cases/compiler/shorthandPropertyAssignmentsInDestructuring.ts	0	56	1497	1175	
testdata	tsc/testdata/tests/cases/compiler/shorthandPropertyAssignmentsInDestructuring_ES6.ts	0	60	1489	1175	
testdata	tsc/testdata/tests/cases/compiler/shorthandPropertyUndefined.ts	0	35	33	19	
testdata	tsc/testdata/tests/cases/compiler/shouldNotPrintNullEscapesIntoOctalLiterals.ts	0	38	100	59	
testdata	tsc/testdata/tests/cases/compiler/sideEffectImports1.ts	0	35	200	28	
testdata	tsc/testdata/tests/cases/compiler/sideEffectImports2.ts	0	31	338	51	
testdata	tsc/testdata/tests/cases/compiler/sideEffectImports3.ts	0	34	234	45	
testdata	tsc/testdata/tests/cases/compiler/sideEffectImports4.ts	0	17	697	139	
testdata	tsc/testdata/tests/cases/compiler/sigantureIsSubTypeIfTheyAreIdentical.ts	0	20	240	86	
testdata	tsc/testdata/tests/cases/compiler/signatureCombiningRestParameters1.ts	0	18	506	250	
testdata	tsc/testdata/tests/cases/compiler/signatureCombiningRestParameters2.ts	0	38	267	126	
testdata	tsc/testdata/tests/cases/compiler/signatureCombiningRestParameters3.ts	0	26	1685	665	
testdata	tsc/testdata/tests/cases/compiler/signatureCombiningRestParameters4.ts	0	33	1253	499	
testdata	tsc/testdata/tests/cases/compiler/signatureCombiningRestParameters5.ts	0	21	631	411	
testdata	tsc/testdata/tests/cases/compiler/signatureInstantiationWithRecursiveConstraints.ts	0	21	203	101	
testdata	tsc/testdata/tests/cases/compiler/signatureLengthMismatchCall.ts	0	26	126	77	
testdata	tsc/testdata/tests/cases/compiler/signatureLengthMismatchInOverload.ts	0	21	208	133	
testdata	tsc/testdata/tests/cases/compiler/signatureLengthMismatchWithOptionalParameters.ts	0	25	138	86	
testdata	tsc/testdata/tests/cases/compiler/signatureOverloadsWithComments.ts	0	18	421	94	
testdata	tsc/testdata/tests/cases/compiler/signaturesUseJSDocForOptionalParameters.ts	0	23	444	158	
testdata	tsc/testdata/tests/cases/compiler/silentNeverPropagation.ts	0	20	616	283	
testdata	tsc/testdata/tests/cases/compiler/simpleArrowFunctionParameterReferencedInObjectLiteral1.ts	0	25	60	72	
testdata	tsc/testdata/tests/cases/compiler/simpleRecursionWithBaseCase1.ts	0	20	604	331	
testdata	tsc/testdata/tests/cases/compiler/simpleRecursionWithBaseCase2.ts	0	19	908	478	
testdata	tsc/testdata/tests/cases/compiler/simpleRecursionWithBaseCase3.ts	0	24	177	73	
testdata	tsc/testdata/tests/cases/compiler/simpleRecursionWithBaseCase4.ts	0	39	331	172	
testdata	tsc/testdata/tests/cases/compiler/simpleTestMultiFile.ts	0	33	99	38	
testdata	tsc/testdata/tests/cases/compiler/simpleTestSingleFile.ts	0	23	21	19	
testdata	tsc/testdata/tests/cases/compiler/simplifyingConditionalWithInteriorConditionalIsRelated.ts	0	33	756	267	
testdata	tsc/testdata/tests/cases/compiler/singleSettingsSimpleTest.ts	0	21	80	24	
testdata	tsc/testdata/tests/cases/compiler/singletonLabeledTuple.ts	0	28	867	240	
testdata	tsc/testdata/tests/cases/compiler/slashBeforeVariableDeclaration1.ts	0	23	35	16	
testdata	tsc/testdata/tests/cases/compiler/sliceResultCast.ts	0	29	115	60	
testdata	tsc/testdata/tests/cases/compiler/sliceTupleTypeOutOfBounds.ts	0	37	117	51	
testdata	tsc/testdata/tests/cases/compiler/slightlyIndirectedDeepObjectLiteralElaborations.ts	0	31	310	134	
testdata	tsc/testdata/tests/cases/compiler/sourceMap-Comment1.ts	0	61	56	7	
testdata	tsc/testdata/tests/cases/compiler/sourceMap-Comments.ts	0	37	488	89	
testdata	tsc/testdata/tests/cases/compiler/sourceMap-Comments2.ts	0	48	370	158	
testdata	tsc/testdata/tests/cases/compiler/sourceMap-EmptyFile1.ts	0	34	44	5	
testdata	tsc/testdata/tests/cases/compiler/sourceMap-FileWithComments.ts	0	29	732	287	
testdata	tsc/testdata/tests/cases/compiler/sourceMap-InterfacePrecedingVariableDeclaration1.ts	0	54	74	23	
testdata	tsc/testdata/tests/cases/compiler/sourceMap-LineBreaks.ts	0	60	694	205	
testdata	tsc/testdata/tests/cases/compiler/sourceMap-NewLine1.ts	0	29	48	5	
testdata	tsc/testdata/tests/cases/compiler/sourceMap-SemiColon1.ts	0	40	49	7	
testdata	tsc/testdata/tests/cases/compiler/sourceMap-SingleSpace1.ts	0	25	47	5	
testdata	tsc/testdata/tests/cases/compiler/sourceMap-SkippedNode.ts	0	31	95	17	
testdata	tsc/testdata/tests/cases/compiler/sourceMap-StringLiteralWithNewLine.ts	0	18	285	99	
testdata	tsc/testdata/tests/cases/compiler/sourceMapForFunctionInInternalModuleWithCommentPrecedingStatement01.ts	0	24	128	36	
testdata	tsc/testdata/tests/cases/compiler/sourceMapForFunctionWithCommentPrecedingStatement01.ts	0	29	94	28	
testdata	tsc/testdata/tests/cases/compiler/sourceMapPercentEncoded.ts	0	27	220	40	
testdata	tsc/testdata/tests/cases/compiler/sourceMapSample.ts	0	34	878	440	
testdata	tsc/testdata/tests/cases/compiler/sourceMapUnclosedBlock.ts	0	24	21	5	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationClass.ts	0	21	459	196	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationClassWithDefaultConstructor.ts	0	33	106	30	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationClassWithDefaultConstructorAndCapturedThisStatement.ts	0	27	115	36	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationClassWithDefaultConstructorAndExtendsClause.ts	0	19	160	43	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationClasses.ts	0	27	960	438	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDebugger.ts	0	22	50	7	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDecorators.ts	0	28	1678	593	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringForArrayBindingPattern.ts	0	28	3052	1487	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringForArrayBindingPattern2.ts	0	33	3281	1646	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringForArrayBindingPatternDefaultValues.ts	0	45	3321	1613	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringForArrayBindingPatternDefaultValues2.ts	0	33	3554	1768	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringForObjectBindingPattern.ts	0	17	2200	1065	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringForObjectBindingPattern2.ts	0	29	3709	1886	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringForObjectBindingPatternDefaultValues.ts	0	30	2914	1329	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringForObjectBindingPatternDefaultValues2.ts	0	51	5129	2414	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringForOfArrayBindingPattern.ts	0	30	2682	1014	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringForOfArrayBindingPattern2.ts	0	34	2869	1150	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringForOfArrayBindingPatternDefaultValues.ts	0	31	2980	1212	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringForOfArrayBindingPatternDefaultValues2.ts	0	42	3179	1348	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringForOfObjectBindingPattern.ts	0	36	2296	998	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringForOfObjectBindingPattern2.ts	0	52	3740	1663	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringForOfObjectBindingPatternDefaultValues.ts	0	32	3026	1278	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringForOfObjectBindingPatternDefaultValues2.ts	0	26	5250	2207	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringParameterNestedObjectBindingPattern.ts	0	25	947	540	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringParameterNestedObjectBindingPatternDefaultValues.ts	0	28	1310	631	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringParameterObjectBindingPattern.ts	0	18	668	430	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringParameterObjectBindingPatternDefaultValues.ts	0	19	737	449	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringParametertArrayBindingPattern.ts	0	19	706	456	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringParametertArrayBindingPattern2.ts	0	22	764	493	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringParametertArrayBindingPatternDefaultValues.ts	0	22	847	548	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringParametertArrayBindingPatternDefaultValues2.ts	0	25	787	471	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringVariableStatement.ts	0	25	556	280	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringVariableStatement1.ts	0	18	1017	559	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringVariableStatementArrayBindingPattern.ts	0	23	562	258	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringVariableStatementArrayBindingPattern2.ts	0	29	686	300	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringVariableStatementArrayBindingPattern3.ts	0	28	1896	923	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringVariableStatementArrayBindingPattern4.ts	0	21	63	24	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringVariableStatementArrayBindingPattern5.ts	0	14	85	45	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringVariableStatementArrayBindingPattern6.ts	0	20	68	28	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringVariableStatementArrayBindingPattern7.ts	0	23	71	30	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringVariableStatementArrayBindingPatternDefaultValues.ts	0	25	642	318	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringVariableStatementArrayBindingPatternDefaultValues2.ts	0	28	804	369	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringVariableStatementArrayBindingPatternDefaultValues3.ts	0	32	2112	1052	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringVariableStatementDefaultValues.ts	0	20	641	310	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringVariableStatementNestedObjectBindingPattern.ts	0	25	818	381	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringVariableStatementNestedObjectBindingPatternWithDefaultValues.ts	0	17	1177	495	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringVariableStatementObjectBindingPattern1.ts	0	10	66	25	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringVariableStatementObjectBindingPattern2.ts	0	11	100	56	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringVariableStatementObjectBindingPattern3.ts	0	25	72	29	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDestructuringVariableStatementObjectBindingPattern4.ts	0	13	90	43	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationDo.ts	0	14	122	52	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationEnums.ts	0	14	145	48	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationExportAssignment.ts	0	11	116	26	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationExportAssignmentCommonjs.ts	0	17	121	26	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationFor.ts	0	12	468	263	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationForIn.ts	0	30	235	97	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationFunctionExpressions.ts	0	14	205	95	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationFunctionPropertyAssignment.ts	0	17	61	28	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationFunctions.ts	0	14	377	175	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationIfElse.ts	0	21	213	108	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationImport.ts	0	19	191	78	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationLabeled.ts	0	13	87	19	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationLambdaSpanningMultipleLines.ts	0	10	72	31	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationModule.ts	0	13	219	82	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationStatements.ts	0	37	1355	688	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationSwitch.ts	0	12	416	114	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationTryCatchFinally.ts	0	15	255	125	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationVarInDownLevelGenerator.ts	0	16	155	37	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationVariables.ts	0	17	97	60	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationWhile.ts	0	12	117	52	
testdata	tsc/testdata/tests/cases/compiler/sourceMapValidationWithComments.ts	0	22	350	109	
testdata	tsc/testdata/tests/cases/compiler/sourceMapWithCaseSensitiveFileNames.ts	0	25	430	31	
testdata	tsc/testdata/tests/cases/compiler/sourceMapWithCaseSensitiveFileNamesAndOutDir.ts	0	9	414	31	
testdata	tsc/testdata/tests/cases/compiler/sourceMapWithMultipleFilesWithCopyright.ts	0	13	546	59	
testdata	tsc/testdata/tests/cases/compiler/sourceMapWithMultipleFilesWithFileEndingWithInterface.ts	0	12	376	125	
testdata	tsc/testdata/tests/cases/compiler/sourceMapWithNonCaseSensitiveFileNames.ts	0	20	401	31	
testdata	tsc/testdata/tests/cases/compiler/sourceMapWithNonCaseSensitiveFileNamesAndOutDir.ts	0	20	385	31	
testdata	tsc/testdata/tests/cases/compiler/sourcemapValidationDuplicateNames.ts	0	20	148	61	
testdata	tsc/testdata/tests/cases/compiler/spaceBeforeQuestionMarkInPropertyAssignment.ts	0	17	55	21	
testdata	tsc/testdata/tests/cases/compiler/specedNoStackBlown.ts	0	33	1777	633	
testdata	tsc/testdata/tests/cases/compiler/specialIntersectionsInMappedTypes.ts	0	20	407	165	
testdata	tsc/testdata/tests/cases/compiler/specializationError.ts	0	22	238	143	
testdata	tsc/testdata/tests/cases/compiler/specializationOfExportedClass.ts	0	29	88	50	
testdata	tsc/testdata/tests/cases/compiler/specializationsShouldNotAffectEachOther.ts	0	26	319	170	
testdata	tsc/testdata/tests/cases/compiler/specializeVarArgs1.ts	0	14	310	140	
testdata	tsc/testdata/tests/cases/compiler/specializedInheritedConstructors1.ts	0	28	404	208	
testdata	tsc/testdata/tests/cases/compiler/specializedLambdaTypeArguments.ts	0	13	91	57	
testdata	tsc/testdata/tests/cases/compiler/specializedOverloadWithRestParameters.ts	0	14	419	221	
testdata	tsc/testdata/tests/cases/compiler/specializedSignatureAsCallbackParameter1.ts	0	12	277	215	
testdata	tsc/testdata/tests/cases/compiler/specializedSignatureInInterface.ts	0	13	134	77	
testdata	tsc/testdata/tests/cases/compiler/specializedSignatureOverloadReturnTypeWithIndexers.ts	0	22	501	279	
testdata	tsc/testdata/tests/cases/compiler/spellingSuggestionGlobal1.ts	0	16	133	37	
testdata	tsc/testdata/tests/cases/compiler/spellingSuggestionGlobal2.ts	0	38	137	55	
testdata	tsc/testdata/tests/cases/compiler/spellingSuggestionGlobal3.ts	0	21	94	36	
testdata	tsc/testdata/tests/cases/compiler/spellingSuggestionGlobal4.ts	0	31	131	37	
testdata	tsc/testdata/tests/cases/compiler/spellingSuggestionJSXAttribute.tsx	0	24	461	218	
testdata	tsc/testdata/tests/cases/compiler/spellingSuggestionLeadingUnderscores01.ts	0	33	213	82	
testdata	tsc/testdata/tests/cases/compiler/spellingSuggestionModule.ts	0	33	201	82	
testdata	tsc/testdata/tests/cases/compiler/spliceTuples.ts	0	19	537	314	
testdata	tsc/testdata/tests/cases/compiler/spreadBooleanRespectsFreshness.ts	0	29	210	110	
testdata	tsc/testdata/tests/cases/compiler/spreadExpressionContainingObjectExpressionContextualType.ts	0	33	233	96	
testdata	tsc/testdata/tests/cases/compiler/spreadExpressionContextualType.ts	0	22	361	157	
testdata	tsc/testdata/tests/cases/compiler/spreadExpressionContextualTypeWithNamespace.ts	0	22	699	287	
testdata	tsc/testdata/tests/cases/compiler/spreadIdenticalTypesRemoved.ts	0	36	500	224	
testdata	tsc/testdata/tests/cases/compiler/spreadIntersection.ts	0	22	226	141	
testdata	tsc/testdata/tests/cases/compiler/spreadIntersectionJsx.tsx	0	21	155	76	
testdata	tsc/testdata/tests/cases/compiler/spreadInvalidArgumentType.ts	0	20	1787	781	
testdata	tsc/testdata/tests/cases/compiler/spreadObjectNoCircular1.ts	0	17	215	87	
testdata	tsc/testdata/tests/cases/compiler/spreadObjectPermutations.ts	0	19	700	484	
testdata	tsc/testdata/tests/cases/compiler/spreadObjectWithIndexDoesNotAddUndefinedToLocalIndex.ts	0	16	142	80	
testdata	tsc/testdata/tests/cases/compiler/spreadOfObjectLiteralAssignableToIndexSignature.ts	0	44	779	362	
testdata	tsc/testdata/tests/cases/compiler/spreadOfParamsFromGeneratorMakesRequiredParams.ts	0	30	194	102	
testdata	tsc/testdata/tests/cases/compiler/spreadParameterTupleType.ts	0	17	382	189	
testdata	tsc/testdata/tests/cases/compiler/spreadTupleAccessedByTypeParameter.ts	0	12	173	92	
testdata	tsc/testdata/tests/cases/compiler/spreadTypeRemovesReadonly.ts	0	15	168	81	
testdata	tsc/testdata/tests/cases/compiler/spreadUnionPropOverride.ts	0	39	1564	689	
testdata	tsc/testdata/tests/cases/compiler/spreadsAndContextualTupleTypes.ts	0	23	1719	1127	
testdata	tsc/testdata/tests/cases/compiler/spuriousCircularityOnTypeImport.ts	0	40	737	295	
testdata	tsc/testdata/tests/cases/compiler/spyComparisonChecking.ts	0	15	584	301	
testdata	tsc/testdata/tests/cases/compiler/stableTypeOrdering.ts	0	13	643	301	
testdata	tsc/testdata/tests/cases/compiler/stackDepthLimitCastingType.ts	0	14	1259	386	
testdata	tsc/testdata/tests/cases/compiler/standaloneBreak.ts	0	13	25	5	
testdata	tsc/testdata/tests/cases/compiler/staticAndMemberFunctions.ts	0	11	72	32	
testdata	tsc/testdata/tests/cases/compiler/staticAnonymousTypeNotReferencingTypeParameter.ts	0	46	5549	3335	
testdata	tsc/testdata/tests/cases/compiler/staticAsIdentifier.ts	0	17	377	121	
testdata	tsc/testdata/tests/cases/compiler/staticClassMemberError.ts	0	23	204	57	
testdata	tsc/testdata/tests/cases/compiler/staticClassProps.ts	0	16	87	31	
testdata	tsc/testdata/tests/cases/compiler/staticFieldWithInterfaceContext.ts	0	25	942	638	
testdata	tsc/testdata/tests/cases/compiler/staticGetter1.ts	0	18	116	29	
testdata	tsc/testdata/tests/cases/compiler/staticGetter2.ts	0	36	133	40	
testdata	tsc/testdata/tests/cases/compiler/staticGetterAndSetter.ts	0	21	113	51	
testdata	tsc/testdata/tests/cases/compiler/staticIndexSignatureAndNormalIndexSignature.ts	0	12	90	34	
testdata	tsc/testdata/tests/cases/compiler/staticInheritance.ts	0	17	222	121	
testdata	tsc/testdata/tests/cases/compiler/staticInitializersAndLegacyClassDecorators.ts	0	19	286	68	
testdata	tsc/testdata/tests/cases/compiler/staticInstanceResolution.ts	0	24	268	100	
testdata	tsc/testdata/tests/cases/compiler/staticInstanceResolution2.ts	0	19	130	76	
testdata	tsc/testdata/tests/cases/compiler/staticInstanceResolution3.ts	0	19	377	91	
testdata	tsc/testdata/tests/cases/compiler/staticInstanceResolution4.ts	0	21	64	39	
testdata	tsc/testdata/tests/cases/compiler/staticInstanceResolution5.ts	0	18	416	134	
testdata	tsc/testdata/tests/cases/compiler/staticInterfaceAssignmentCompat.ts	0	18	189	69	
testdata	tsc/testdata/tests/cases/compiler/staticMemberAccessOffDerivedType1.ts	0	21	164	55	
testdata	tsc/testdata/tests/cases/compiler/staticMemberExportAccess.ts	0	15	472	250	
testdata	tsc/testdata/tests/cases/compiler/staticMemberOfClassAndPublicMemberOfAnotherClassAssignment.ts	0	15	398	210	
testdata	tsc/testdata/tests/cases/compiler/staticMemberWithStringAndNumberNames.ts	0	16	213	92	
testdata	tsc/testdata/tests/cases/compiler/staticMethodReferencingTypeArgument1.ts	0	15	426	187	
testdata	tsc/testdata/tests/cases/compiler/staticMethodWithTypeParameterExtendsClauseDeclFile.ts	0	20	724	172	
testdata	tsc/testdata/tests/cases/compiler/staticMethodsReferencingClassTypeParameters.ts	0	18	69	45	
testdata	tsc/testdata/tests/cases/compiler/staticMismatchBecauseOfPrototype.ts	0	13	147	66	
testdata	tsc/testdata/tests/cases/compiler/staticModifierAlreadySeen.ts	0	16	115	35	
testdata	tsc/testdata/tests/cases/compiler/staticMustPrecedePublic.ts	0	16	108	34	
testdata	tsc/testdata/tests/cases/compiler/staticOffOfInstance1.ts	0	26	102	51	
testdata	tsc/testdata/tests/cases/compiler/staticOffOfInstance2.ts	0	17	151	76	
testdata	tsc/testdata/tests/cases/compiler/staticPropSuper.ts	0	16	534	205	
testdata	tsc/testdata/tests/cases/compiler/staticPrototypeProperty.ts	0	23	99	31	
testdata	tsc/testdata/tests/cases/compiler/staticPrototypePropertyOnClass.ts	0	17	265	137	
testdata	tsc/testdata/tests/cases/compiler/staticVisibility.ts	0	22	556	225	
testdata	tsc/testdata/tests/cases/compiler/staticVisibility2.ts	0	20	171	49	
testdata	tsc/testdata/tests/cases/compiler/statics.ts	0	42	709	559	
testdata	tsc/testdata/tests/cases/compiler/staticsInAFunction.ts	0	17	128	51	
testdata	tsc/testdata/tests/cases/compiler/staticsInConstructorBodies.ts	0	22	108	47	
testdata	tsc/testdata/tests/cases/compiler/staticsNotInScopeInClodule.ts	0	20	119	37	
testdata	tsc/testdata/tests/cases/compiler/stradac.ts	0	27	136	35	
testdata	tsc/testdata/tests/cases/compiler/strictBestCommonSupertype.ts	0	20	485	227	
testdata	tsc/testdata/tests/cases/compiler/strictBooleanMemberAssignability.ts	0	12	123	42	
