path	line	callee	receiver_type	impls_of_pair	class
crates/rust-analyzer/src/handlers/request.rs	1665	split	str	0	3b receiver type undeclared in corpus (std/external)
crates/rust-analyzer/src/lsp.rs	118	update	LspError	0	5 corpus struct/enum, method from an external trait or a Deref
crates/rust-analyzer/src/lsp/semantic_tokens.rs	246	write_str	Formatter	0	3b receiver type undeclared in corpus (std/external)
crates/rust-analyzer/src/lsp/to_proto.rs	388	lsp_types::CompletionItem	-norow-	0	11 module-qualified path `mod::f()`
crates/rust-analyzer/src/lsp/utils.rs	143	into	str	0	3b receiver type undeclared in corpus (std/external)
crates/rust-analyzer/src/reload.rs	988	Vec::default	-norow-	0	10 `T::f()`, T external or an alias
crates/rust-analyzer/src/reload.rs	1064	len	str	0	3b receiver type undeclared in corpus (std/external)
crates/rust-analyzer/src/session.rs	183	components	PathBuf	0	3b receiver type undeclared in corpus (std/external)
crates/rust-analyzer/src/target_spec.rs	171	Default::default	-norow-	0	12 `T::f()`, T a corpus trait (`Default::default`)
crates/rust-analyzer/src/target_spec.rs	349	push	Vec	2	7 Named receiver, 2+ corpus impls of (T, m)
crates/stdx/src/anymap.rs	126	TypeId::of	-norow-	0	10 `T::f()`, T external or an alias
crates/stdx/src/anymap.rs	218	TypeId::of	-norow-	0	10 `T::f()`, T external or an alias
crates/stdx/src/non_empty_vec.rs	37	pop	Vec	0	3a receiver type is a corpus ALIAS to an external type
crates/syntax-bridge/src/lib.rs	185	errors	Converter	0	5 corpus struct/enum, method from an external trait or a Deref
crates/syntax-bridge/src/lib.rs	358	build_skip_top_subtree	Converter	0	5 corpus struct/enum, method from an external trait or a Deref
crates/syntax-bridge/src/lib.rs	682	remove	FxHashMap	0	3b receiver type undeclared in corpus (std/external)
crates/syntax-bridge/src/lib.rs	802	usize::from	-norow-	0	11 module-qualified path `mod::f()`
crates/syntax/src/ast/edit.rs	216	name	IdentPat	0	4 corpus struct/enum, method is a corpus trait DEFAULT body
crates/syntax/src/ast/generated/nodes.rs	117	support::token	-norow-	0	11 module-qualified path `mod::f()`
crates/syntax/src/ast/generated/nodes.rs	168	support::token	-norow-	0	11 module-qualified path `mod::f()`
crates/syntax/src/ast/generated/nodes.rs	710	support::token	-norow-	0	11 module-qualified path `mod::f()`
crates/syntax/src/ast/generated/nodes.rs	1621	support::token	-norow-	0	11 module-qualified path `mod::f()`
crates/syntax/src/ast/generated/nodes.rs	1693	support::token	-norow-	0	11 module-qualified path `mod::f()`
crates/syntax/src/ast/generated/nodes.rs	2041	support::child	-norow-	0	11 module-qualified path `mod::f()`
crates/syntax/src/ast/generated/nodes.rs	2552	hash	SyntaxNode	0	3a receiver type is a corpus ALIAS to an external type
crates/syntax/src/ast/generated/nodes.rs	3448	hash	SyntaxNode	0	3a receiver type is a corpus ALIAS to an external type
crates/syntax/src/ast/generated/nodes.rs	4248	hash	SyntaxNode	0	3a receiver type is a corpus ALIAS to an external type
crates/syntax/src/ast/generated/nodes.rs	4863	clone	SyntaxNode	0	3a receiver type is a corpus ALIAS to an external type
crates/syntax/src/ast/generated/nodes.rs	6623	clone	SyntaxNode	0	3a receiver type is a corpus ALIAS to an external type
crates/syntax/src/ast/generated/nodes.rs	6879	clone	SyntaxNode	0	3a receiver type is a corpus ALIAS to an external type
crates/syntax/src/ast/generated/nodes.rs	7895	kind	SyntaxNode	0	3a receiver type is a corpus ALIAS to an external type
crates/syntax/src/ast/generated/nodes.rs	8428	kind	SyntaxNode	0	3a receiver type is a corpus ALIAS to an external type
crates/syntax/src/ast/generated/nodes.rs	8656	kind	SyntaxNode	0	3a receiver type is a corpus ALIAS to an external type
crates/syntax/src/ast/generated/tokens.rs	123	hash	SyntaxToken	0	3a receiver type is a corpus ALIAS to an external type
crates/syntax/src/ast/node_ext.rs	116	kind	SyntaxNode	0	3a receiver type is a corpus ALIAS to an external type
crates/syntax/src/ast/prec.rs	236	precedence	Expr	2	7 Named receiver, 2+ corpus impls of (T, m)
crates/syntax/src/ast/syntax_factory/constructors.rs	373	where_clause	Impl	0	4 corpus struct/enum, method is a corpus trait DEFAULT body
crates/syntax/src/ast/syntax_factory/constructors.rs	419	type_bound_list	TypeAlias	0	4 corpus struct/enum, method is a corpus trait DEFAULT body
crates/syntax/src/ast/token_ext.rs	93	CommentKind	-norow-	0	9 free fn / bare name / struct literal
crates/syntax/src/ast/token_ext.rs	494	str::from_utf8	-norow-	0	11 module-qualified path `mod::f()`
crates/syntax/src/ptr.rs	63	to_node	SyntaxNodePtr	0	3a receiver type is a corpus ALIAS to an external type
crates/syntax/src/syntax_editor.rs	250	get	FxHashMap	0	3b receiver type undeclared in corpus (std/external)
crates/syntax/src/syntax_editor.rs	824	make::ext::simple_ident_pat	-norow-	0	11 module-qualified path `mod::f()`
crates/syntax/src/validation.rs	346	push	Vec	2	7 Named receiver, 2+ corpus impls of (T, m)
crates/test-fixture/src/lib.rs	495	String::from	-norow-	0	8 `T::f()`, T a corpus struct/enum
crates/test-utils/src/lib.rs	404	fs::write	-norow-	0	11 module-qualified path `mod::f()`
crates/tt/src/storage.rs	294	u64::from	-norow-	0	11 module-qualified path `mod::f()`
crates/tt/src/storage.rs	546	u32::from	-norow-	0	11 module-qualified path `mod::f()`
crates/tt/src/storage.rs	906	u32::from	-norow-	0	11 module-qualified path `mod::f()`
crates/tt/src/storage.rs	1121	build	UninitBuffer	0	5 corpus struct/enum, method from an external trait or a Deref
crates/vfs-notify/src/lib.rs	48	send	Sender	0	3a receiver type is a corpus ALIAS to an external type
