cli:check	ts:v6/tsv2/cli/bop.ts#check	bridge
pl:v6/prolog/compile/analyze.pl#module	pl:v6/prolog/0_body_walk.pl#body_wrapper_refs/4	calls
pl:v6/prolog/compile/analyze.pl#module	pl:v6/prolog/0_body_walk.pl#walk_body/3	calls
pl:v6/prolog/compile/analyze.pl#module	pl:v6/prolog/0_program_check.pl#declared_key/3	calls
pl:v6/prolog/compile/analyze.pl#module	pl:v6/prolog/0_program_check.pl#first_violation/3	calls
pl:v6/prolog/compile/analyze.pl#module	pl:v6/prolog/0_program_check.pl#relation_kind/3	calls
pl:v6/prolog/compile/analyze.pl#module	pl:v6/prolog/0_type_plane.pl#column_storage/3	calls
pl:v6/prolog/compile/analyze.pl#module	pl:v6/prolog/0_type_plane.pl#declared_type_name/2	calls
pl:v6/prolog/compile/analyze.pl#module	pl:v6/prolog/0_type_plane.pl#type_definitions/2	calls
pl:v6/prolog/compile/analyze.pl#module	pl:v6/prolog/1_expansion.pl#expand_program/3	calls
pl:v6/prolog/compile/analyze.pl#module	pl:v6/prolog/compile/registry.pl#body_surface_for_term/6	calls
