budget	rows	batch_size	fanout	arm	successful_trials	median_ms	min_ms	max_ms	states_per_arm	final_input_hash	final_checksum	circuit	capability
constrained	24	3	4	query	1	5.264996	5.264996	5.264996	13	9d03beb254e4e4d5f3889cf234dd2e46a07ce99b66d77a2384060cab57511201	6cc86e7dc7d3d7c3d072d1a235bf5672d91915b66eca057ddb2f1a7e04fa6956	diamond	executed
constrained	24	3	4	pg_ivm	0				13	9d03beb254e4e4d5f3889cf234dd2e46a07ce99b66d77a2384060cab57511201	6cc86e7dc7d3d7c3d072d1a235bf5672d91915b66eca057ddb2f1a7e04fa6956	diamond	unsupported
constrained	24	3	4	sqlite-query	1	1.373626	1.373626	1.373626	13	9d03beb254e4e4d5f3889cf234dd2e46a07ce99b66d77a2384060cab57511201	6cc86e7dc7d3d7c3d072d1a235bf5672d91915b66eca057ddb2f1a7e04fa6956	diamond	executed
constrained	24	3	4	sqlite-plugin-delta	0				13	9d03beb254e4e4d5f3889cf234dd2e46a07ce99b66d77a2384060cab57511201	6cc86e7dc7d3d7c3d072d1a235bf5672d91915b66eca057ddb2f1a7e04fa6956	diamond	unsupported
constrained	24	3	4	query	1	4.670834	4.670834	4.670834	13	9d03beb254e4e4d5f3889cf234dd2e46a07ce99b66d77a2384060cab57511201	12a8b15b18412814dc2bbd953e53e96e43d02c928acef188481e7c4592e06585	semijoin	executed
constrained	24	3	4	pg_ivm	1	14.069335	14.069335	14.069335	13	9d03beb254e4e4d5f3889cf234dd2e46a07ce99b66d77a2384060cab57511201	12a8b15b18412814dc2bbd953e53e96e43d02c928acef188481e7c4592e06585	semijoin	executed
constrained	24	3	4	sqlite-query	1	1.738040	1.738040	1.738040	13	9d03beb254e4e4d5f3889cf234dd2e46a07ce99b66d77a2384060cab57511201	12a8b15b18412814dc2bbd953e53e96e43d02c928acef188481e7c4592e06585	semijoin	executed
constrained	24	3	4	sqlite-plugin-delta	0				13	9d03beb254e4e4d5f3889cf234dd2e46a07ce99b66d77a2384060cab57511201	12a8b15b18412814dc2bbd953e53e96e43d02c928acef188481e7c4592e06585	semijoin	unsupported
constrained	24	3	4	query	1	4.313209	4.313209	4.313209	13	9d03beb254e4e4d5f3889cf234dd2e46a07ce99b66d77a2384060cab57511201	6c406ad26adf26d4c85556ba6897577e944cd6b668e3f5458b13ce571499f29e	antijoin	executed
constrained	24	3	4	pg_ivm	0				13	9d03beb254e4e4d5f3889cf234dd2e46a07ce99b66d77a2384060cab57511201	6c406ad26adf26d4c85556ba6897577e944cd6b668e3f5458b13ce571499f29e	antijoin	unsupported
constrained	24	3	4	sqlite-query	1	1.390291	1.390291	1.390291	13	9d03beb254e4e4d5f3889cf234dd2e46a07ce99b66d77a2384060cab57511201	6c406ad26adf26d4c85556ba6897577e944cd6b668e3f5458b13ce571499f29e	antijoin	executed
constrained	24	3	4	sqlite-plugin-delta	0				13	9d03beb254e4e4d5f3889cf234dd2e46a07ce99b66d77a2384060cab57511201	6c406ad26adf26d4c85556ba6897577e944cd6b668e3f5458b13ce571499f29e	antijoin	unsupported
constrained	24	3	4	query	1	4.382626	4.382626	4.382626	13	9d03beb254e4e4d5f3889cf234dd2e46a07ce99b66d77a2384060cab57511201	5d16ca028a9bff94f6c26d55587b9e1c459157306d5e642356de09cdeef7cd55	aggregate_churn	executed
constrained	24	3	4	pg_ivm	1	14.855415	14.855415	14.855415	13	9d03beb254e4e4d5f3889cf234dd2e46a07ce99b66d77a2384060cab57511201	5d16ca028a9bff94f6c26d55587b9e1c459157306d5e642356de09cdeef7cd55	aggregate_churn	executed
constrained	24	3	4	sqlite-query	1	1.311001	1.311001	1.311001	13	9d03beb254e4e4d5f3889cf234dd2e46a07ce99b66d77a2384060cab57511201	5d16ca028a9bff94f6c26d55587b9e1c459157306d5e642356de09cdeef7cd55	aggregate_churn	executed
constrained	24	3	4	sqlite-plugin-delta	1	6.038834	6.038834	6.038834	13	9d03beb254e4e4d5f3889cf234dd2e46a07ce99b66d77a2384060cab57511201	5d16ca028a9bff94f6c26d55587b9e1c459157306d5e642356de09cdeef7cd55	aggregate_churn	executed
constrained	24	3	4	query	1	7.943498	7.943498	7.943498	13	9d03beb254e4e4d5f3889cf234dd2e46a07ce99b66d77a2384060cab57511201	03a8f4fc370f555713eb6b9125674fcdc17009070282a72fc383060dff904580	reach_cycle	executed
constrained	24	3	4	pg_ivm	0				13	9d03beb254e4e4d5f3889cf234dd2e46a07ce99b66d77a2384060cab57511201	03a8f4fc370f555713eb6b9125674fcdc17009070282a72fc383060dff904580	reach_cycle	unsupported
constrained	24	3	4	sqlite-query	1	1.341829	1.341829	1.341829	13	9d03beb254e4e4d5f3889cf234dd2e46a07ce99b66d77a2384060cab57511201	03a8f4fc370f555713eb6b9125674fcdc17009070282a72fc383060dff904580	reach_cycle	executed
constrained	24	3	4	sqlite-plugin-delta	0				13	9d03beb254e4e4d5f3889cf234dd2e46a07ce99b66d77a2384060cab57511201	03a8f4fc370f555713eb6b9125674fcdc17009070282a72fc383060dff904580	reach_cycle	unsupported
